date                ,no ,x and y      ,xend and yend
22:27:55 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:27:55 Sun-21-Jul,3,"(265, 232)","(479, 217)"
22:27:56 Sun-21-Jul,1,"(191, 168)","(338, 153)"
22:27:56 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:27:56 Sun-21-Jul,3,"(262, 231)","(479, 216)"
22:27:56 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:27:56 Sun-21-Jul,2,"(201, 172)","(339, 157)"
22:27:56 Sun-21-Jul,3,"(258, 231)","(479, 216)"
22:27:57 Sun-21-Jul,1,"(204, 168)","(339, 153)"
22:27:57 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:27:57 Sun-21-Jul,3,"(256, 230)","(479, 215)"
22:27:57 Sun-21-Jul,1,"(207, 167)","(341, 152)"
22:27:57 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:27:57 Sun-21-Jul,3,"(256, 229)","(479, 214)"
22:27:57 Sun-21-Jul,1,"(211, 165)","(341, 150)"
22:27:57 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:27:57 Sun-21-Jul,3,"(252, 230)","(479, 215)"
22:30:53 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:30:53 Sun-21-Jul,2,"(253, 237)","(480, 222)"
22:30:55 Sun-21-Jul,1,"(4, 152)","(143, 137)"
22:30:55 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:30:55 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:30:55 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:30:55 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:30:55 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:30:55 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:30:55 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:30:55 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:30:55 Sun-21-Jul,2,"(251, 237)","(480, 222)"
22:30:56 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:30:56 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:30:56 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:30:56 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:30:56 Sun-21-Jul,1,"(4, 152)","(143, 137)"
22:30:56 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:30:56 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:30:56 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:30:57 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:30:57 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:09 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:09 Sun-21-Jul,2,"(253, 237)","(480, 222)"
22:31:10 Sun-21-Jul,1,"(4, 152)","(143, 137)"
22:31:10 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:10 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:10 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:10 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:10 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:11 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:11 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:11 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:11 Sun-21-Jul,2,"(251, 237)","(480, 222)"
22:31:11 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:11 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:11 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:31:11 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:12 Sun-21-Jul,1,"(4, 152)","(143, 137)"
22:31:12 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:12 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:31:12 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:12 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:12 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:12 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:12 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:13 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:13 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:13 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:13 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:13 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:13 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:13 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:13 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:14 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:14 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:14 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:14 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:14 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:14 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:14 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:14 Sun-21-Jul,2,"(251, 237)","(480, 222)"
22:31:15 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:15 Sun-21-Jul,2,"(251, 237)","(481, 222)"
22:31:15 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:15 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:15 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:15 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:15 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:15 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:16 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:16 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:16 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:31:16 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:16 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:16 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:16 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:16 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:16 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:16 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:17 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:17 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:31:17 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:17 Sun-21-Jul,2,"(252, 236)","(480, 221)"
22:31:17 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:31:17 Sun-21-Jul,2,"(252, 236)","(480, 221)"
22:31:17 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:31:17 Sun-21-Jul,2,"(252, 236)","(480, 221)"
22:31:18 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:31:18 Sun-21-Jul,2,"(251, 237)","(480, 222)"
22:31:18 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:31:18 Sun-21-Jul,2,"(251, 236)","(480, 221)"
22:31:18 Sun-21-Jul,1,"(0, 153)","(145, 138)"
22:31:18 Sun-21-Jul,2,"(251, 237)","(481, 222)"
22:31:18 Sun-21-Jul,3,"(0, 210)","(66, 195)"
22:31:18 Sun-21-Jul,1,"(251, 237)","(481, 222)"
22:31:18 Sun-21-Jul,2,"(0, 153)","(145, 138)"
22:31:18 Sun-21-Jul,3,"(2, 230)","(77, 215)"
22:31:19 Sun-21-Jul,1,"(251, 237)","(481, 222)"
22:31:19 Sun-21-Jul,2,"(0, 153)","(145, 138)"
22:31:19 Sun-21-Jul,3,"(0, 231)","(93, 216)"
22:31:19 Sun-21-Jul,1,"(251, 237)","(480, 222)"
22:31:19 Sun-21-Jul,2,"(0, 152)","(144, 137)"
22:31:19 Sun-21-Jul,3,"(0, 216)","(113, 201)"
22:31:19 Sun-21-Jul,1,"(251, 237)","(480, 222)"
22:31:19 Sun-21-Jul,2,"(-2, 151)","(145, 136)"
22:31:19 Sun-21-Jul,3,"(1, 211)","(133, 196)"
22:31:19 Sun-21-Jul,1,"(251, 237)","(480, 222)"
22:31:19 Sun-21-Jul,2,"(-1, 149)","(143, 134)"
22:31:19 Sun-21-Jul,3,"(0, 208)","(145, 193)"
22:31:20 Sun-21-Jul,1,"(252, 237)","(480, 222)"
22:31:20 Sun-21-Jul,2,"(4, 210)","(163, 195)"
22:31:20 Sun-21-Jul,3,"(-2, 149)","(143, 134)"
22:31:20 Sun-21-Jul,1,"(0, 205)","(171, 190)"
22:31:20 Sun-21-Jul,2,"(-3, 150)","(142, 135)"
22:31:20 Sun-21-Jul,3,"(252, 237)","(480, 222)"
22:31:20 Sun-21-Jul,1,"(-5, 151)","(141, 136)"
22:31:20 Sun-21-Jul,2,"(2, 198)","(193, 183)"
22:31:20 Sun-21-Jul,3,"(253, 237)","(481, 222)"
22:31:20 Sun-21-Jul,1,"(1, 194)","(202, 179)"
22:31:20 Sun-21-Jul,2,"(253, 237)","(480, 222)"
22:31:20 Sun-21-Jul,3,"(-6, 151)","(146, 136)"
22:31:21 Sun-21-Jul,1,"(0, 197)","(220, 182)"
22:31:21 Sun-21-Jul,2,"(253, 238)","(481, 223)"
22:31:21 Sun-21-Jul,3,"(0, 150)","(152, 135)"
22:31:21 Sun-21-Jul,1,"(0, 197)","(220, 182)"
22:31:21 Sun-21-Jul,2,"(253, 238)","(481, 223)"
22:31:21 Sun-21-Jul,3,"(0, 150)","(152, 135)"
22:31:21 Sun-21-Jul,1,"(0, 197)","(229, 182)"
22:31:21 Sun-21-Jul,2,"(253, 238)","(481, 223)"
22:31:21 Sun-21-Jul,3,"(-10, 152)","(142, 137)"
22:31:21 Sun-21-Jul,1,"(0, 195)","(237, 180)"
22:31:21 Sun-21-Jul,2,"(252, 238)","(481, 223)"
22:31:21 Sun-21-Jul,3,"(-12, 151)","(143, 136)"
22:31:22 Sun-21-Jul,1,"(-2, 194)","(244, 179)"
22:31:22 Sun-21-Jul,2,"(250, 238)","(481, 223)"
22:31:22 Sun-21-Jul,3,"(8, 152)","(166, 137)"
22:31:22 Sun-21-Jul,1,"(0, 195)","(256, 180)"
22:31:22 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:31:22 Sun-21-Jul,3,"(3, 148)","(173, 133)"
22:31:22 Sun-21-Jul,1,"(9, 195)","(263, 180)"
22:31:22 Sun-21-Jul,2,"(1, 143)","(156, 128)"
22:31:22 Sun-21-Jul,3,"(252, 237)","(481, 222)"
22:31:22 Sun-21-Jul,1,"(27, 194)","(279, 179)"
22:31:22 Sun-21-Jul,2,"(2, 143)","(154, 128)"
22:31:22 Sun-21-Jul,3,"(255, 230)","(481, 215)"
22:31:23 Sun-21-Jul,1,"(41, 192)","(283, 177)"
22:31:23 Sun-21-Jul,2,"(0, 144)","(151, 129)"
22:31:23 Sun-21-Jul,3,"(255, 219)","(480, 204)"
22:31:23 Sun-21-Jul,1,"(58, 185)","(292, 170)"
22:31:23 Sun-21-Jul,2,"(1, 146)","(149, 131)"
22:31:23 Sun-21-Jul,3,"(257, 229)","(482, 214)"
22:31:23 Sun-21-Jul,1,"(69, 186)","(300, 171)"
22:31:23 Sun-21-Jul,2,"(2, 147)","(152, 132)"
22:31:23 Sun-21-Jul,3,"(261, 233)","(480, 218)"
22:31:23 Sun-21-Jul,1,"(83, 186)","(307, 171)"
22:31:23 Sun-21-Jul,2,"(4, 153)","(139, 138)"
22:31:23 Sun-21-Jul,3,"(250, 227)","(481, 212)"
22:31:24 Sun-21-Jul,1,"(96, 185)","(313, 170)"
22:31:24 Sun-21-Jul,2,"(3, 150)","(159, 135)"
22:31:24 Sun-21-Jul,3,"(249, 232)","(482, 217)"
22:31:24 Sun-21-Jul,1,"(101, 183)","(312, 168)"
22:31:24 Sun-21-Jul,2,"(4, 153)","(135, 138)"
22:31:24 Sun-21-Jul,3,"(248, 229)","(481, 214)"
22:31:24 Sun-21-Jul,1,"(118, 179)","(318, 164)"
22:31:24 Sun-21-Jul,2,"(4, 153)","(143, 138)"
22:31:24 Sun-21-Jul,3,"(249, 227)","(481, 212)"
22:31:24 Sun-21-Jul,1,"(123, 179)","(322, 164)"
22:31:24 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:24 Sun-21-Jul,3,"(249, 234)","(482, 219)"
22:31:25 Sun-21-Jul,1,"(123, 179)","(322, 164)"
22:31:25 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:25 Sun-21-Jul,3,"(249, 234)","(482, 219)"
22:31:25 Sun-21-Jul,1,"(130, 180)","(327, 165)"
22:31:25 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:25 Sun-21-Jul,3,"(249, 235)","(482, 220)"
22:31:25 Sun-21-Jul,1,"(138, 178)","(329, 163)"
22:31:25 Sun-21-Jul,2,"(6, 153)","(143, 138)"
22:31:25 Sun-21-Jul,3,"(254, 233)","(480, 218)"
22:31:25 Sun-21-Jul,1,"(146, 173)","(340, 158)"
22:31:25 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:31:25 Sun-21-Jul,3,"(255, 233)","(480, 218)"
22:31:26 Sun-21-Jul,1,"(151, 172)","(340, 157)"
22:31:26 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:26 Sun-21-Jul,3,"(257, 233)","(479, 218)"
22:31:26 Sun-21-Jul,1,"(166, 171)","(342, 156)"
22:31:26 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:31:26 Sun-21-Jul,3,"(259, 234)","(479, 219)"
22:31:26 Sun-21-Jul,1,"(174, 170)","(341, 155)"
22:31:26 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:31:26 Sun-21-Jul,3,"(263, 233)","(479, 218)"
22:31:26 Sun-21-Jul,1,"(178, 168)","(341, 153)"
22:31:26 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:31:26 Sun-21-Jul,3,"(264, 235)","(479, 220)"
22:31:26 Sun-21-Jul,1,"(186, 169)","(339, 154)"
22:31:26 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:31:26 Sun-21-Jul,3,"(265, 232)","(479, 217)"
22:31:27 Sun-21-Jul,1,"(191, 168)","(338, 153)"
22:31:27 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:31:27 Sun-21-Jul,3,"(262, 231)","(479, 216)"
22:31:27 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:31:27 Sun-21-Jul,2,"(201, 172)","(339, 157)"
22:31:27 Sun-21-Jul,3,"(258, 231)","(479, 216)"
22:31:27 Sun-21-Jul,1,"(204, 168)","(339, 153)"
22:31:27 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:27 Sun-21-Jul,3,"(256, 230)","(479, 215)"
22:31:27 Sun-21-Jul,1,"(207, 167)","(341, 152)"
22:31:27 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:27 Sun-21-Jul,3,"(256, 229)","(479, 214)"
22:31:27 Sun-21-Jul,1,"(211, 165)","(341, 150)"
22:31:27 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:27 Sun-21-Jul,3,"(252, 230)","(479, 215)"
22:31:28 Sun-21-Jul,1,"(215, 165)","(341, 150)"
22:31:28 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:28 Sun-21-Jul,3,"(252, 232)","(479, 217)"
22:31:28 Sun-21-Jul,1,"(215, 165)","(341, 150)"
22:31:28 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:28 Sun-21-Jul,3,"(252, 232)","(479, 217)"
22:31:28 Sun-21-Jul,1,"(216, 166)","(339, 151)"
22:31:28 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:31:28 Sun-21-Jul,3,"(252, 230)","(479, 215)"
22:31:28 Sun-21-Jul,1,"(222, 166)","(337, 151)"
22:31:28 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:31:28 Sun-21-Jul,3,"(251, 229)","(479, 214)"
22:31:29 Sun-21-Jul,1,"(226, 165)","(337, 150)"
22:31:29 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:29 Sun-21-Jul,3,"(249, 231)","(479, 216)"
22:31:29 Sun-21-Jul,1,"(229, 165)","(336, 150)"
22:31:29 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:31:29 Sun-21-Jul,3,"(249, 231)","(479, 216)"
22:31:29 Sun-21-Jul,1,"(235, 162)","(337, 147)"
22:31:29 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:31:29 Sun-21-Jul,3,"(249, 231)","(479, 216)"
22:31:29 Sun-21-Jul,1,"(236, 160)","(338, 145)"
22:31:29 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:29 Sun-21-Jul,3,"(249, 232)","(479, 217)"
22:31:31 Sun-21-Jul,1,"(237, 158)","(336, 143)"
22:31:31 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:31 Sun-21-Jul,3,"(251, 232)","(479, 217)"
22:31:31 Sun-21-Jul,1,"(237, 156)","(337, 141)"
22:31:31 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:31 Sun-21-Jul,3,"(250, 232)","(479, 217)"
22:31:31 Sun-21-Jul,1,"(239, 154)","(336, 139)"
22:31:31 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:31 Sun-21-Jul,3,"(249, 234)","(479, 219)"
22:31:32 Sun-21-Jul,1,"(241, 154)","(336, 139)"
22:31:32 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:31:32 Sun-21-Jul,3,"(249, 232)","(479, 217)"
22:31:32 Sun-21-Jul,1,"(241, 153)","(334, 138)"
22:31:32 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:31:32 Sun-21-Jul,3,"(249, 233)","(479, 218)"
22:31:32 Sun-21-Jul,1,"(242, 153)","(332, 138)"
22:31:32 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:32 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:31:32 Sun-21-Jul,1,"(242, 153)","(333, 138)"
22:31:32 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:31:32 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:31:32 Sun-21-Jul,1,"(242, 153)","(334, 138)"
22:31:32 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:32 Sun-21-Jul,3,"(250, 234)","(479, 219)"
22:31:33 Sun-21-Jul,1,"(242, 153)","(334, 138)"
22:31:33 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:33 Sun-21-Jul,3,"(250, 234)","(479, 219)"
22:31:33 Sun-21-Jul,1,"(245, 153)","(333, 138)"
22:31:33 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:33 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:31:33 Sun-21-Jul,1,"(245, 152)","(332, 137)"
22:31:33 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:33 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:31:33 Sun-21-Jul,1,"(246, 153)","(331, 138)"
22:31:33 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:33 Sun-21-Jul,3,"(250, 233)","(479, 218)"
22:31:33 Sun-21-Jul,1,"(247, 152)","(332, 137)"
22:31:33 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:31:33 Sun-21-Jul,3,"(250, 234)","(479, 219)"
22:31:34 Sun-21-Jul,1,"(248, 151)","(332, 136)"
22:31:34 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:34 Sun-21-Jul,3,"(249, 235)","(479, 220)"
22:31:34 Sun-21-Jul,1,"(248, 150)","(333, 135)"
22:31:34 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:34 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:31:34 Sun-21-Jul,1,"(249, 149)","(333, 134)"
22:31:34 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:31:34 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:31:34 Sun-21-Jul,1,"(249, 149)","(332, 134)"
22:31:34 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:34 Sun-21-Jul,3,"(247, 234)","(480, 219)"
22:31:35 Sun-21-Jul,1,"(250, 149)","(333, 134)"
22:31:35 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:31:35 Sun-21-Jul,3,"(247, 234)","(480, 219)"
22:31:35 Sun-21-Jul,1,"(251, 148)","(334, 133)"
22:31:35 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:35 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:31:35 Sun-21-Jul,1,"(254, 148)","(334, 133)"
22:31:35 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:35 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:31:35 Sun-21-Jul,1,"(252, 147)","(334, 132)"
22:31:35 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:35 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:31:35 Sun-21-Jul,1,"(253, 147)","(335, 132)"
22:31:35 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:35 Sun-21-Jul,3,"(249, 234)","(480, 219)"
22:31:36 Sun-21-Jul,1,"(254, 146)","(336, 131)"
22:31:36 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:36 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:31:36 Sun-21-Jul,1,"(254, 146)","(336, 131)"
22:31:36 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:36 Sun-21-Jul,3,"(248, 234)","(480, 219)"
22:31:36 Sun-21-Jul,1,"(256, 146)","(336, 131)"
22:31:36 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:36 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:31:36 Sun-21-Jul,1,"(256, 145)","(336, 130)"
22:31:36 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:36 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:31:36 Sun-21-Jul,1,"(258, 145)","(337, 130)"
22:31:36 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:36 Sun-21-Jul,3,"(248, 233)","(480, 218)"
22:31:37 Sun-21-Jul,1,"(258, 146)","(336, 131)"
22:31:37 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:37 Sun-21-Jul,3,"(247, 234)","(480, 219)"
22:31:37 Sun-21-Jul,1,"(258, 145)","(336, 130)"
22:31:37 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:37 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:31:37 Sun-21-Jul,1,"(258, 145)","(336, 130)"
22:31:37 Sun-21-Jul,2,"(6, 153)","(144, 138)"
22:31:37 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:31:38 Sun-21-Jul,1,"(258, 144)","(336, 129)"
22:31:38 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:31:38 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:31:38 Sun-21-Jul,1,"(258, 144)","(335, 129)"
22:31:38 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:31:38 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:31:38 Sun-21-Jul,1,"(259, 144)","(336, 129)"
22:31:38 Sun-21-Jul,2,"(6, 153)","(144, 138)"
22:31:38 Sun-21-Jul,3,"(247, 233)","(480, 218)"
22:31:38 Sun-21-Jul,1,"(260, 144)","(335, 129)"
22:31:38 Sun-21-Jul,2,"(7, 153)","(144, 138)"
22:31:38 Sun-21-Jul,3,"(247, 233)","(481, 218)"
22:31:38 Sun-21-Jul,1,"(259, 144)","(335, 129)"
22:31:38 Sun-21-Jul,2,"(7, 153)","(143, 138)"
22:31:38 Sun-21-Jul,3,"(247, 233)","(481, 218)"
22:31:39 Sun-21-Jul,1,"(259, 144)","(335, 129)"
22:31:39 Sun-21-Jul,2,"(6, 154)","(143, 139)"
22:31:39 Sun-21-Jul,3,"(247, 233)","(481, 218)"
22:31:39 Sun-21-Jul,4,"(0, 207)","(62, 192)"
22:31:39 Sun-21-Jul,1,"(258, 143)","(336, 128)"
22:31:39 Sun-21-Jul,2,"(5, 154)","(142, 139)"
22:31:39 Sun-21-Jul,3,"(246, 233)","(481, 218)"
22:31:39 Sun-21-Jul,4,"(2, 221)","(83, 206)"
22:31:39 Sun-21-Jul,1,"(258, 143)","(336, 128)"
22:31:39 Sun-21-Jul,2,"(247, 233)","(481, 218)"
22:31:39 Sun-21-Jul,3,"(5, 153)","(142, 138)"
22:31:39 Sun-21-Jul,4,"(0, 208)","(91, 193)"
22:31:39 Sun-21-Jul,1,"(258, 143)","(336, 128)"
22:31:39 Sun-21-Jul,2,"(247, 233)","(481, 218)"
22:31:39 Sun-21-Jul,3,"(5, 153)","(142, 138)"
22:31:39 Sun-21-Jul,4,"(0, 208)","(91, 193)"
22:31:40 Sun-21-Jul,1,"(257, 143)","(336, 128)"
22:31:40 Sun-21-Jul,2,"(247, 233)","(480, 218)"
22:31:40 Sun-21-Jul,3,"(2, 153)","(140, 138)"
22:31:40 Sun-21-Jul,4,"(1, 208)","(112, 193)"
22:31:40 Sun-21-Jul,1,"(257, 143)","(336, 128)"
22:31:40 Sun-21-Jul,2,"(2, 153)","(140, 138)"
22:31:40 Sun-21-Jul,3,"(247, 232)","(480, 217)"
22:31:40 Sun-21-Jul,4,"(1, 208)","(120, 193)"
22:31:40 Sun-21-Jul,1,"(257, 143)","(335, 128)"
22:31:40 Sun-21-Jul,2,"(-1, 151)","(142, 136)"
22:31:40 Sun-21-Jul,3,"(248, 232)","(480, 217)"
22:31:40 Sun-21-Jul,4,"(0, 196)","(142, 181)"
22:31:40 Sun-21-Jul,1,"(-2, 153)","(141, 138)"
22:31:40 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:31:40 Sun-21-Jul,3,"(248, 233)","(480, 218)"
22:31:40 Sun-21-Jul,4,"(1, 195)","(151, 180)"
22:31:40 Sun-21-Jul,1,"(-4, 152)","(143, 137)"
22:31:40 Sun-21-Jul,2,"(257, 143)","(335, 128)"
22:31:40 Sun-21-Jul,3,"(1, 198)","(158, 183)"
22:31:40 Sun-21-Jul,4,"(249, 232)","(480, 217)"
22:31:41 Sun-21-Jul,1,"(-5, 151)","(143, 136)"
22:31:41 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:31:41 Sun-21-Jul,3,"(-3, 193)","(171, 178)"
22:31:41 Sun-21-Jul,4,"(249, 232)","(481, 217)"
22:31:41 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:31:41 Sun-21-Jul,2,"(0, 186)","(188, 171)"
22:31:41 Sun-21-Jul,3,"(-3, 151)","(147, 136)"
22:31:41 Sun-21-Jul,4,"(249, 233)","(481, 218)"
22:31:41 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:31:41 Sun-21-Jul,2,"(0, 176)","(203, 161)"
22:31:41 Sun-21-Jul,3,"(5, 151)","(145, 136)"
22:31:41 Sun-21-Jul,4,"(250, 232)","(480, 217)"
22:31:41 Sun-21-Jul,1,"(0, 185)","(217, 170)"
22:31:41 Sun-21-Jul,2,"(259, 143)","(334, 128)"
22:31:41 Sun-21-Jul,3,"(252, 233)","(480, 218)"
22:31:41 Sun-21-Jul,4,"(-6, 151)","(145, 136)"
