date                ,no ,x and y      ,xend and yend
22:33:58 Sun-21-Jul,4,"(1, 208)","(112, 193)"
22:33:58 Sun-21-Jul,1,"(257, 143)","(336, 128)"
22:33:58 Sun-21-Jul,2,"(2, 153)","(140, 138)"
22:33:58 Sun-21-Jul,3,"(247, 232)","(480, 217)"
22:33:58 Sun-21-Jul,4,"(1, 208)","(120, 193)"
22:33:59 Sun-21-Jul,1,"(257, 143)","(335, 128)"
22:33:59 Sun-21-Jul,2,"(-1, 151)","(142, 136)"
22:33:59 Sun-21-Jul,3,"(248, 232)","(480, 217)"
22:33:59 Sun-21-Jul,4,"(0, 196)","(142, 181)"
22:33:59 Sun-21-Jul,1,"(-2, 153)","(141, 138)"
22:33:59 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:33:59 Sun-21-Jul,3,"(248, 233)","(480, 218)"
22:33:59 Sun-21-Jul,4,"(1, 195)","(151, 180)"
22:33:59 Sun-21-Jul,1,"(-4, 152)","(143, 137)"
22:33:59 Sun-21-Jul,2,"(257, 143)","(335, 128)"
22:33:59 Sun-21-Jul,3,"(1, 198)","(158, 183)"
22:33:59 Sun-21-Jul,4,"(249, 232)","(480, 217)"
22:33:59 Sun-21-Jul,1,"(-5, 151)","(143, 136)"
22:33:59 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:33:59 Sun-21-Jul,3,"(-3, 193)","(171, 178)"
22:33:59 Sun-21-Jul,4,"(249, 232)","(481, 217)"
22:33:59 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:33:59 Sun-21-Jul,2,"(0, 186)","(188, 171)"
22:33:59 Sun-21-Jul,3,"(-3, 151)","(147, 136)"
22:33:59 Sun-21-Jul,4,"(249, 233)","(481, 218)"
22:34:00 Sun-21-Jul,1,"(259, 143)","(334, 128)"
22:34:00 Sun-21-Jul,2,"(0, 176)","(203, 161)"
22:34:00 Sun-21-Jul,3,"(5, 151)","(145, 136)"
22:34:00 Sun-21-Jul,4,"(250, 232)","(480, 217)"
22:34:00 Sun-21-Jul,1,"(0, 185)","(217, 170)"
22:34:00 Sun-21-Jul,2,"(259, 143)","(334, 128)"
22:34:00 Sun-21-Jul,3,"(252, 233)","(480, 218)"
22:34:00 Sun-21-Jul,4,"(-6, 151)","(145, 136)"
22:34:00 Sun-21-Jul,1,"(0, 191)","(236, 176)"
22:34:00 Sun-21-Jul,2,"(259, 143)","(335, 128)"
22:34:00 Sun-21-Jul,3,"(254, 232)","(481, 217)"
22:34:00 Sun-21-Jul,4,"(-4, 153)","(141, 138)"
22:34:00 Sun-21-Jul,1,"(-1, 189)","(243, 174)"
22:34:00 Sun-21-Jul,2,"(260, 143)","(335, 128)"
22:34:00 Sun-21-Jul,3,"(253, 231)","(481, 216)"
22:34:00 Sun-21-Jul,4,"(-5, 152)","(144, 137)"
22:34:01 Sun-21-Jul,1,"(-1, 189)","(262, 174)"
22:34:01 Sun-21-Jul,2,"(260, 143)","(335, 128)"
22:34:01 Sun-21-Jul,3,"(-2, 151)","(198, 136)"
22:34:01 Sun-21-Jul,4,"(252, 231)","(481, 216)"
22:34:01 Sun-21-Jul,1,"(0, 194)","(269, 179)"
22:34:01 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:34:01 Sun-21-Jul,3,"(5, 152)","(167, 137)"
22:34:01 Sun-21-Jul,4,"(255, 231)","(480, 216)"
22:34:01 Sun-21-Jul,1,"(0, 194)","(281, 179)"
22:34:01 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:34:01 Sun-21-Jul,3,"(3, 152)","(164, 137)"
22:34:01 Sun-21-Jul,4,"(250, 230)","(480, 215)"
22:34:01 Sun-21-Jul,1,"(0, 194)","(281, 179)"
22:34:01 Sun-21-Jul,2,"(258, 143)","(335, 128)"
22:34:01 Sun-21-Jul,3,"(3, 152)","(164, 137)"
22:34:01 Sun-21-Jul,4,"(250, 230)","(480, 215)"
22:34:01 Sun-21-Jul,1,"(-1, 193)","(286, 178)"
22:34:01 Sun-21-Jul,2,"(259, 143)","(335, 128)"
22:34:01 Sun-21-Jul,3,"(-11, 153)","(140, 138)"
22:34:01 Sun-21-Jul,4,"(247, 229)","(479, 214)"
22:34:02 Sun-21-Jul,1,"(0, 193)","(291, 178)"
22:34:02 Sun-21-Jul,2,"(260, 143)","(334, 128)"
22:34:02 Sun-21-Jul,3,"(-9, 153)","(141, 138)"
22:34:02 Sun-21-Jul,4,"(247, 229)","(479, 214)"
22:34:02 Sun-21-Jul,1,"(12, 192)","(297, 177)"
22:34:02 Sun-21-Jul,2,"(-8, 152)","(139, 137)"
22:34:02 Sun-21-Jul,3,"(260, 143)","(334, 128)"
22:34:02 Sun-21-Jul,4,"(243, 231)","(480, 216)"
22:34:02 Sun-21-Jul,1,"(31, 192)","(295, 177)"
22:34:02 Sun-21-Jul,2,"(-1, 150)","(137, 135)"
22:34:02 Sun-21-Jul,3,"(260, 143)","(334, 128)"
22:34:02 Sun-21-Jul,4,"(248, 228)","(479, 213)"
22:34:02 Sun-21-Jul,1,"(41, 191)","(293, 176)"
22:34:02 Sun-21-Jul,2,"(260, 144)","(334, 129)"
22:34:02 Sun-21-Jul,3,"(-4, 150)","(141, 135)"
22:34:02 Sun-21-Jul,4,"(245, 227)","(480, 212)"
22:34:03 Sun-21-Jul,1,"(57, 194)","(318, 179)"
22:34:03 Sun-21-Jul,2,"(261, 144)","(334, 129)"
22:34:03 Sun-21-Jul,3,"(3, 152)","(139, 137)"
22:34:03 Sun-21-Jul,4,"(235, 231)","(480, 216)"
22:34:03 Sun-21-Jul,1,"(69, 194)","(332, 179)"
22:34:03 Sun-21-Jul,2,"(1, 150)","(140, 135)"
22:34:03 Sun-21-Jul,3,"(262, 145)","(333, 130)"
22:34:03 Sun-21-Jul,4,"(234, 229)","(479, 214)"
22:34:03 Sun-21-Jul,1,"(87, 195)","(362, 180)"
22:34:03 Sun-21-Jul,2,"(3, 152)","(135, 137)"
22:34:03 Sun-21-Jul,3,"(262, 145)","(334, 130)"
22:34:03 Sun-21-Jul,4,"(236, 233)","(480, 218)"
22:34:03 Sun-21-Jul,1,"(96, 198)","(367, 183)"
22:34:03 Sun-21-Jul,2,"(4, 153)","(137, 138)"
22:34:03 Sun-21-Jul,3,"(262, 144)","(334, 129)"
22:34:03 Sun-21-Jul,4,"(234, 230)","(478, 215)"
22:34:03 Sun-21-Jul,1,"(106, 197)","(369, 182)"
22:34:03 Sun-21-Jul,2,"(4, 153)","(140, 138)"
22:34:03 Sun-21-Jul,3,"(261, 144)","(334, 129)"
22:34:03 Sun-21-Jul,4,"(226, 230)","(476, 215)"
22:34:04 Sun-21-Jul,1,"(123, 195)","(384, 180)"
22:34:04 Sun-21-Jul,2,"(5, 152)","(142, 137)"
22:34:04 Sun-21-Jul,3,"(262, 146)","(331, 131)"
22:34:04 Sun-21-Jul,4,"(231, 220)","(478, 205)"
22:34:04 Sun-21-Jul,1,"(138, 194)","(393, 179)"
22:34:04 Sun-21-Jul,2,"(6, 153)","(144, 138)"
22:34:04 Sun-21-Jul,3,"(262, 145)","(332, 130)"
22:34:04 Sun-21-Jul,4,"(230, 214)","(477, 199)"
22:34:04 Sun-21-Jul,1,"(149, 192)","(422, 177)"
22:34:04 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:34:04 Sun-21-Jul,3,"(262, 145)","(333, 130)"
22:34:04 Sun-21-Jul,4,"(233, 226)","(478, 211)"
22:34:04 Sun-21-Jul,1,"(160, 186)","(467, 171)"
22:34:04 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:34:05 Sun-21-Jul,1,"(160, 186)","(467, 171)"
22:34:05 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:34:05 Sun-21-Jul,1,"(163, 181)","(474, 166)"
22:34:05 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:34:05 Sun-21-Jul,1,"(179, 179)","(476, 164)"
22:34:05 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:34:05 Sun-21-Jul,1,"(185, 175)","(476, 160)"
22:34:05 Sun-21-Jul,2,"(5, 152)","(145, 137)"
22:34:05 Sun-21-Jul,1,"(197, 174)","(479, 159)"
22:34:05 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:06 Sun-21-Jul,1,"(208, 180)","(479, 165)"
22:34:06 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:06 Sun-21-Jul,1,"(211, 179)","(480, 164)"
22:34:06 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:06 Sun-21-Jul,3,"(261, 146)","(333, 131)"
22:34:06 Sun-21-Jul,1,"(217, 174)","(482, 159)"
22:34:06 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:06 Sun-21-Jul,3,"(260, 145)","(333, 130)"
22:34:06 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:34:06 Sun-21-Jul,2,"(223, 166)","(481, 151)"
22:34:06 Sun-21-Jul,3,"(259, 146)","(333, 131)"
22:34:07 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:34:07 Sun-21-Jul,2,"(233, 154)","(486, 139)"
22:34:07 Sun-21-Jul,3,"(257, 145)","(333, 130)"
22:34:07 Sun-21-Jul,1,"(4, 153)","(145, 138)"
22:34:07 Sun-21-Jul,2,"(238, 160)","(485, 145)"
22:34:07 Sun-21-Jul,3,"(256, 143)","(335, 128)"
22:34:07 Sun-21-Jul,1,"(242, 177)","(480, 162)"
22:34:07 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:34:07 Sun-21-Jul,3,"(257, 144)","(333, 129)"
22:34:07 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:34:07 Sun-21-Jul,2,"(247, 167)","(481, 152)"
22:34:07 Sun-21-Jul,3,"(260, 146)","(334, 131)"
22:34:07 Sun-21-Jul,1,"(4, 153)","(145, 138)"
22:34:07 Sun-21-Jul,2,"(263, 170)","(485, 155)"
22:34:07 Sun-21-Jul,3,"(261, 148)","(333, 133)"
22:34:08 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:34:08 Sun-21-Jul,2,"(264, 181)","(482, 166)"
22:34:08 Sun-21-Jul,3,"(261, 147)","(333, 132)"
22:34:08 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:34:08 Sun-21-Jul,2,"(264, 181)","(482, 166)"
22:34:08 Sun-21-Jul,3,"(261, 147)","(333, 132)"
22:34:08 Sun-21-Jul,1,"(265, 177)","(482, 162)"
22:34:08 Sun-21-Jul,2,"(5, 152)","(145, 137)"
22:34:08 Sun-21-Jul,3,"(261, 146)","(332, 131)"
22:34:08 Sun-21-Jul,1,"(253, 182)","(480, 167)"
22:34:08 Sun-21-Jul,2,"(5, 152)","(145, 137)"
22:34:08 Sun-21-Jul,3,"(260, 146)","(333, 131)"
22:34:09 Sun-21-Jul,1,"(253, 184)","(480, 169)"
22:34:09 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:09 Sun-21-Jul,3,"(259, 144)","(332, 129)"
22:34:09 Sun-21-Jul,1,"(251, 188)","(481, 173)"
22:34:09 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:09 Sun-21-Jul,3,"(258, 145)","(333, 130)"
22:34:09 Sun-21-Jul,1,"(251, 185)","(481, 170)"
22:34:09 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:09 Sun-21-Jul,3,"(257, 144)","(335, 129)"
22:34:09 Sun-21-Jul,1,"(251, 182)","(480, 167)"
22:34:09 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:34:09 Sun-21-Jul,3,"(257, 144)","(335, 129)"
22:34:09 Sun-21-Jul,1,"(253, 181)","(479, 166)"
22:34:09 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:34:09 Sun-21-Jul,3,"(258, 145)","(335, 130)"
22:34:10 Sun-21-Jul,1,"(5, 152)","(145, 137)"
22:34:10 Sun-21-Jul,2,"(257, 185)","(478, 170)"
22:34:10 Sun-21-Jul,3,"(259, 145)","(336, 130)"
22:34:10 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:34:10 Sun-21-Jul,2,"(259, 145)","(335, 130)"
22:34:10 Sun-21-Jul,3,"(258, 189)","(478, 174)"
22:34:10 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:34:10 Sun-21-Jul,2,"(260, 145)","(335, 130)"
22:34:10 Sun-21-Jul,3,"(257, 198)","(479, 183)"
22:34:10 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:34:10 Sun-21-Jul,2,"(260, 144)","(334, 129)"
22:34:10 Sun-21-Jul,3,"(252, 203)","(479, 188)"
22:34:11 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:34:11 Sun-21-Jul,2,"(260, 145)","(335, 130)"
22:34:11 Sun-21-Jul,3,"(251, 203)","(479, 188)"
22:34:11 Sun-21-Jul,1,"(5, 153)","(145, 138)"
22:34:11 Sun-21-Jul,2,"(260, 144)","(334, 129)"
22:34:11 Sun-21-Jul,3,"(251, 208)","(479, 193)"
22:34:11 Sun-21-Jul,4,"(320, 178)","(479, 163)"
22:37:29 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:29 Sun-21-Jul,2,"(253, 237)","(480, 222)"
22:37:30 Sun-21-Jul,1,"(4, 152)","(143, 137)"
22:37:30 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:30 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:30 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:31 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:31 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:31 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:31 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:31 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:31 Sun-21-Jul,2,"(251, 237)","(480, 222)"
22:37:31 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:31 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:31 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:37:31 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:32 Sun-21-Jul,1,"(4, 152)","(143, 137)"
22:37:32 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:32 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:37:32 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:32 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:32 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:32 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:32 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:32 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:32 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:33 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:33 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:33 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:33 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:33 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:33 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:33 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:33 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:33 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:33 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:34 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:34 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:34 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:34 Sun-21-Jul,2,"(251, 237)","(480, 222)"
22:37:34 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:34 Sun-21-Jul,2,"(251, 237)","(481, 222)"
22:37:34 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:34 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:35 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:35 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:35 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:35 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:35 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:35 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:35 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:37:35 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:35 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:35 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:36 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:36 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:36 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:36 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:36 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:36 Sun-21-Jul,2,"(252, 237)","(480, 222)"
22:37:36 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:36 Sun-21-Jul,2,"(252, 236)","(480, 221)"
22:37:36 Sun-21-Jul,1,"(4, 152)","(144, 137)"
22:37:36 Sun-21-Jul,2,"(252, 236)","(480, 221)"
22:37:37 Sun-21-Jul,1,"(4, 153)","(144, 138)"
22:37:37 Sun-21-Jul,2,"(252, 236)","(480, 221)"
22:37:37 Sun-21-Jul,1,"(4, 153)","(143, 138)"
22:37:37 Sun-21-Jul,2,"(251, 237)","(480, 222)"
22:37:37 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:37:37 Sun-21-Jul,2,"(251, 236)","(480, 221)"
22:37:37 Sun-21-Jul,1,"(0, 153)","(145, 138)"
22:37:37 Sun-21-Jul,2,"(251, 237)","(481, 222)"
22:37:37 Sun-21-Jul,3,"(0, 210)","(66, 195)"
22:37:37 Sun-21-Jul,1,"(251, 237)","(481, 222)"
22:37:37 Sun-21-Jul,2,"(0, 153)","(145, 138)"
22:37:37 Sun-21-Jul,3,"(2, 230)","(77, 215)"
22:37:38 Sun-21-Jul,1,"(251, 237)","(481, 222)"
22:37:38 Sun-21-Jul,2,"(0, 153)","(145, 138)"
22:37:38 Sun-21-Jul,3,"(0, 231)","(93, 216)"
22:37:38 Sun-21-Jul,1,"(251, 237)","(480, 222)"
22:37:38 Sun-21-Jul,2,"(0, 152)","(144, 137)"
22:37:38 Sun-21-Jul,3,"(0, 216)","(113, 201)"
22:37:38 Sun-21-Jul,1,"(251, 237)","(480, 222)"
22:37:38 Sun-21-Jul,2,"(-2, 151)","(145, 136)"
22:37:38 Sun-21-Jul,3,"(1, 211)","(133, 196)"
22:37:38 Sun-21-Jul,1,"(251, 237)","(480, 222)"
22:37:38 Sun-21-Jul,2,"(-1, 149)","(143, 134)"
22:37:38 Sun-21-Jul,3,"(0, 208)","(145, 193)"
22:37:38 Sun-21-Jul,1,"(252, 237)","(480, 222)"
22:37:38 Sun-21-Jul,2,"(4, 210)","(163, 195)"
22:37:38 Sun-21-Jul,3,"(-2, 149)","(143, 134)"
22:37:39 Sun-21-Jul,1,"(0, 205)","(171, 190)"
22:37:39 Sun-21-Jul,2,"(-3, 150)","(142, 135)"
22:37:39 Sun-21-Jul,3,"(252, 237)","(480, 222)"
22:37:39 Sun-21-Jul,1,"(-5, 151)","(141, 136)"
22:37:39 Sun-21-Jul,2,"(2, 198)","(193, 183)"
22:37:39 Sun-21-Jul,3,"(253, 237)","(481, 222)"
22:37:39 Sun-21-Jul,1,"(1, 194)","(202, 179)"
22:37:39 Sun-21-Jul,2,"(253, 237)","(480, 222)"
22:37:39 Sun-21-Jul,3,"(-6, 151)","(146, 136)"
22:37:39 Sun-21-Jul,1,"(0, 197)","(220, 182)"
22:37:39 Sun-21-Jul,2,"(253, 238)","(481, 223)"
22:37:39 Sun-21-Jul,3,"(0, 150)","(152, 135)"
22:37:40 Sun-21-Jul,1,"(0, 197)","(220, 182)"
22:37:40 Sun-21-Jul,2,"(253, 238)","(481, 223)"
22:37:40 Sun-21-Jul,3,"(0, 150)","(152, 135)"
22:37:40 Sun-21-Jul,1,"(0, 197)","(229, 182)"
22:37:40 Sun-21-Jul,2,"(253, 238)","(481, 223)"
22:37:40 Sun-21-Jul,3,"(-10, 152)","(142, 137)"
22:37:40 Sun-21-Jul,1,"(0, 195)","(237, 180)"
22:37:40 Sun-21-Jul,2,"(252, 238)","(481, 223)"
22:37:40 Sun-21-Jul,3,"(-12, 151)","(143, 136)"
22:37:40 Sun-21-Jul,1,"(-2, 194)","(244, 179)"
22:37:40 Sun-21-Jul,2,"(250, 238)","(481, 223)"
22:37:40 Sun-21-Jul,3,"(8, 152)","(166, 137)"
22:37:40 Sun-21-Jul,1,"(0, 195)","(256, 180)"
22:37:40 Sun-21-Jul,2,"(252, 237)","(481, 222)"
22:37:40 Sun-21-Jul,3,"(3, 148)","(173, 133)"
22:37:41 Sun-21-Jul,1,"(9, 195)","(263, 180)"
22:37:41 Sun-21-Jul,2,"(1, 143)","(156, 128)"
22:37:41 Sun-21-Jul,3,"(252, 237)","(481, 222)"
22:37:41 Sun-21-Jul,1,"(27, 194)","(279, 179)"
22:37:41 Sun-21-Jul,2,"(2, 143)","(154, 128)"
22:37:41 Sun-21-Jul,3,"(255, 230)","(481, 215)"
22:37:41 Sun-21-Jul,1,"(41, 192)","(283, 177)"
22:37:41 Sun-21-Jul,2,"(0, 144)","(151, 129)"
22:37:41 Sun-21-Jul,3,"(255, 219)","(480, 204)"
22:37:41 Sun-21-Jul,1,"(58, 185)","(292, 170)"
22:37:41 Sun-21-Jul,2,"(1, 146)","(149, 131)"
22:37:41 Sun-21-Jul,3,"(257, 229)","(482, 214)"
22:37:41 Sun-21-Jul,1,"(69, 186)","(300, 171)"
22:37:41 Sun-21-Jul,2,"(2, 147)","(152, 132)"
22:37:41 Sun-21-Jul,3,"(261, 233)","(480, 218)"
22:37:42 Sun-21-Jul,1,"(83, 186)","(307, 171)"
22:37:42 Sun-21-Jul,2,"(4, 153)","(139, 138)"
22:37:42 Sun-21-Jul,3,"(250, 227)","(481, 212)"
22:37:42 Sun-21-Jul,1,"(96, 185)","(313, 170)"
22:37:42 Sun-21-Jul,2,"(3, 150)","(159, 135)"
22:37:42 Sun-21-Jul,3,"(249, 232)","(482, 217)"
22:37:42 Sun-21-Jul,1,"(101, 183)","(312, 168)"
22:37:42 Sun-21-Jul,2,"(4, 153)","(135, 138)"
22:37:42 Sun-21-Jul,3,"(248, 229)","(481, 214)"
22:37:42 Sun-21-Jul,1,"(118, 179)","(318, 164)"
22:37:42 Sun-21-Jul,2,"(4, 153)","(143, 138)"
22:37:42 Sun-21-Jul,3,"(249, 227)","(481, 212)"
22:37:43 Sun-21-Jul,1,"(123, 179)","(322, 164)"
22:37:43 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:43 Sun-21-Jul,3,"(249, 234)","(482, 219)"
22:37:43 Sun-21-Jul,1,"(123, 179)","(322, 164)"
22:37:43 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:43 Sun-21-Jul,3,"(249, 234)","(482, 219)"
22:37:43 Sun-21-Jul,1,"(130, 180)","(327, 165)"
22:37:43 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:43 Sun-21-Jul,3,"(249, 235)","(482, 220)"
22:37:43 Sun-21-Jul,1,"(138, 178)","(329, 163)"
22:37:43 Sun-21-Jul,2,"(6, 153)","(143, 138)"
22:37:43 Sun-21-Jul,3,"(254, 233)","(480, 218)"
22:37:43 Sun-21-Jul,1,"(146, 173)","(340, 158)"
22:37:43 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:37:43 Sun-21-Jul,3,"(255, 233)","(480, 218)"
22:37:44 Sun-21-Jul,1,"(151, 172)","(340, 157)"
22:37:44 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:44 Sun-21-Jul,3,"(257, 233)","(479, 218)"
22:37:44 Sun-21-Jul,1,"(166, 171)","(342, 156)"
22:37:44 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:37:44 Sun-21-Jul,3,"(259, 234)","(479, 219)"
22:37:44 Sun-21-Jul,1,"(174, 170)","(341, 155)"
22:37:44 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:37:44 Sun-21-Jul,3,"(263, 233)","(479, 218)"
22:37:44 Sun-21-Jul,1,"(178, 168)","(341, 153)"
22:37:44 Sun-21-Jul,2,"(5, 153)","(145, 138)"
22:37:44 Sun-21-Jul,3,"(264, 235)","(479, 220)"
22:37:45 Sun-21-Jul,1,"(186, 169)","(339, 154)"
22:37:45 Sun-21-Jul,2,"(5, 152)","(144, 137)"
22:37:45 Sun-21-Jul,3,"(265, 232)","(479, 217)"
22:37:45 Sun-21-Jul,1,"(191, 168)","(338, 153)"
22:37:45 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:37:45 Sun-21-Jul,3,"(262, 231)","(479, 216)"
22:37:45 Sun-21-Jul,1,"(5, 153)","(144, 138)"
22:37:45 Sun-21-Jul,2,"(201, 172)","(339, 157)"
22:37:45 Sun-21-Jul,3,"(258, 231)","(479, 216)"
22:37:45 Sun-21-Jul,1,"(204, 168)","(339, 153)"
22:37:45 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:45 Sun-21-Jul,3,"(256, 230)","(479, 215)"
22:37:45 Sun-21-Jul,1,"(207, 167)","(341, 152)"
22:37:45 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:45 Sun-21-Jul,3,"(256, 229)","(479, 214)"
22:37:46 Sun-21-Jul,1,"(211, 165)","(341, 150)"
22:37:46 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:46 Sun-21-Jul,3,"(252, 230)","(479, 215)"
22:37:46 Sun-21-Jul,1,"(215, 165)","(341, 150)"
22:37:46 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:46 Sun-21-Jul,3,"(252, 232)","(479, 217)"
22:37:46 Sun-21-Jul,1,"(215, 165)","(341, 150)"
22:37:46 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:46 Sun-21-Jul,3,"(252, 232)","(479, 217)"
22:37:46 Sun-21-Jul,1,"(216, 166)","(339, 151)"
22:37:46 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:37:46 Sun-21-Jul,3,"(252, 230)","(479, 215)"
22:37:46 Sun-21-Jul,1,"(222, 166)","(337, 151)"
22:37:46 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:37:46 Sun-21-Jul,3,"(251, 229)","(479, 214)"
22:37:47 Sun-21-Jul,1,"(226, 165)","(337, 150)"
22:37:47 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:47 Sun-21-Jul,3,"(249, 231)","(479, 216)"
22:37:47 Sun-21-Jul,1,"(229, 165)","(336, 150)"
22:37:47 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:37:47 Sun-21-Jul,3,"(249, 231)","(479, 216)"
22:37:47 Sun-21-Jul,1,"(235, 162)","(337, 147)"
22:37:47 Sun-21-Jul,2,"(5, 153)","(143, 138)"
22:37:47 Sun-21-Jul,3,"(249, 231)","(479, 216)"
22:37:47 Sun-21-Jul,1,"(236, 160)","(338, 145)"
22:37:47 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:47 Sun-21-Jul,3,"(249, 232)","(479, 217)"
22:37:48 Sun-21-Jul,1,"(237, 158)","(336, 143)"
22:37:48 Sun-21-Jul,2,"(5, 153)","(144, 138)"
22:37:48 Sun-21-Jul,3,"(251, 232)","(479, 217)"
